record_id,timestamp,shipment_id,candidate_route_id,origin,destination,cargo_type,cargo_weight_kg,priority,airline,season,shc_code,num_connections,distance_km,total_transit_time_hours,capacity_available_kg,reliability_score,weather_risk_score,load_factor,cost_sar,optimization_score
RTE_007087,2025-06-02 17:18:09,SHP_001581,CR_01,SIN,JED,Perishable,2220.49,Standard,UPS Airlines,Summer,FRO,1,7069.0,19.08,7532.22,0.857,0.184,0.666,8799.59,0.99
RTE_002186,2025-10-20 23:22:44,SHP_000488,CR_04,ORD,JED,Dangerous,2228.37,Standard,Emirates SkyCargo,Monsoon,CAO,0,10957.0,20.24,5916.97,0.835,0.763,0.935,16755.92,0.2078
RTE_004478,2025-11-11 08:35:27,SHP_001005,CR_02,BRU,JED,General,2999.24,Economy,UPS Airlines,Monsoon,GEN,0,4360.0,8.89,6808.99,0.849,0.321,0.667,10287.91,0.7332
RTE_010083,2025-08-25 15:25:32,SHP_002250,CR_04,CAI,JED,Perishable,679.37,Standard,Qatar Airways Cargo,Summer,ICE,1,1344.0,10.93,1622.69,0.883,0.328,0.742,5636.4,0.3893
RTE_001156,2025-11-02 09:56:31,SHP_000252,CR_01,LAX,JED,General,1304.98,Standard,Emirates SkyCargo,Monsoon,GEN,0,13420.0,18.37,2248.09,0.931,0.408,0.739,8249.12,0.5784
RTE_016954,2025-09-18 08:29:27,SHP_003773,CR_01,PVG,JED,Dangerous,3611.22,Express,Turkish Cargo,Monsoon,DGR,2,8048.0,21.8,9077.6,0.899,0.155,0.809,20094.59,0.5117
RTE_000330,2025-03-29 04:02:36,SHP_000071,CR_04,KWI,JED,Pharmaceutical,1885.01,Standard,Turkish Cargo,Spring,ELM,0,1112.0,5.92,6019.7,0.911,0.408,0.773,11631.53,0.5169
RTE_013102,2025-12-06 21:07:26,SHP_002913,CR_03,PVG,JED,Dangerous,2018.05,Express,Lufthansa Cargo,Winter,CAO,0,7991.0,10.98,4852.22,0.923,0.33,0.734,14358.81,0.6465
RTE_009921,2025-03-11 21:03:04,SHP_002214,CR_05,AUH,JED,Perishable,1509.83,Standard,Qatar Airways Cargo,Spring,ICE,1,1611.0,6.82,2970.91,0.82,0.187,0.735,7582.76,0.8194
RTE_011795,2025-12-12 02:53:29,SHP_002627,CR_04,IST,JED,Dangerous,3733.85,Standard,Etihad Cargo,Winter,CAO,1,2350.0,11.48,12038.28,0.866,0.221,0.814,16671.17,0.6547
RTE_018165,2025-05-23 10:59:38,SHP_004048,CR_04,JNB,JED,Perishable,429.76,Economy,Turkish Cargo,Spring,ICE,0,6311.0,12.33,1299.17,0.903,0.392,0.73,4113.77,0.724
RTE_003228,2025-12-19 04:39:35,SHP_000724,CR_01,IST,JED,Dangerous,1958.13,Express,Turkish Cargo,Winter,DGR,0,2285.0,5.01,4630.92,0.986,0.115,0.452,14271.37,0.8954
RTE_006522,2025-12-18 04:40:24,SHP_001453,CR_01,SIN,JED,Pharmaceutical,421.24,Express,Saudia Cargo,Winter,ELM,0,7112.0,10.03,745.4,0.97,0.296,0.689,5723.22,0.6558
RTE_002998,2025-08-21 21:13:44,SHP_000673,CR_04,DOH,JED,Perishable,735.47,Express,Cargolux,Summer,FRO,0,1258.0,3.21,2351.69,0.944,0.49,0.644,4804.0,0.99
RTE_017928,2025-12-21 23:01:34,SHP_003994,CR_01,NBO,JED,Pharmaceutical,1997.8,Express,Saudia Cargo,Winter,ELM,1,2823.0,10.85,3090.15,0.85,0.207,0.449,13193.04,0.4157
RTE_017899,2025-05-26 14:58:53,SHP_003987,CR_01,RUH,JED,Perishable,1416.85,Express,Turkish Cargo,Spring,ICE,1,847.0,10.85,1964.82,0.93,0.084,0.729,6362.89,0.5349
RTE_004393,2025-12-17 01:17:17,SHP_000985,CR_03,CDG,JED,Dangerous,1548.87,Standard,Singapore Airlines Cargo,Winter,DGR,1,4544.0,16.5,2348.8,0.86,0.132,0.635,9199.77,0.5082
RTE_015377,2025-03-27 11:43:43,SHP_003415,CR_01,DOH,JED,General,4741.89,Standard,Etihad Cargo,Spring,GEN,0,1380.0,5.14,13308.77,0.845,0.717,0.755,17005.2,0.6198
RTE_020301,2025-11-29 14:53:47,SHP_004516,CR_06,SIN,JED,Perishable,2959.33,Standard,Emirates SkyCargo,Monsoon,FRO,1,7139.0,18.71,5817.19,0.857,0.212,0.639,11491.79,0.568
RTE_020036,2026-01-05 23:09:18,SHP_004458,CR_04,NRT,JED,Perishable,2197.77,Express,UPS Airlines,Winter,ICE,1,9529.0,17.95,7383.65,0.852,0.231,0.762,14303.14,0.4176
RTE_016684,2025-12-15 16:21:01,SHP_003711,CR_01,ATL,JED,Perishable,731.56,Standard,UPS Airlines,Winter,PER,2,11343.0,22.87,1090.1,0.722,0.273,0.725,6735.45,0.4893
RTE_002464,2025-03-21 12:04:27,SHP_000552,CR_02,IST,JED,Perishable,209.98,Standard,Etihad Cargo,Spring,FRO,2,2491.0,18.1,461.86,0.727,0.307,0.723,1237.42,0.444
RTE_012417,2025-04-12 21:50:15,SHP_002766,CR_02,DXB,JED,Heavy,14212.18,Express,FedEx Express,Spring,HEA,1,1819.0,10.01,20477.37,0.877,0.246,0.71,61908.89,0.6462
RTE_002847,2025-11-18 20:45:15,SHP_000638,CR_03,DXB,JED,Valuable,998.23,Economy,Cargolux,Monsoon,VAL,2,1759.0,16.66,3084.25,0.76,0.14,0.828,4692.48,0.4078
RTE_015410,2025-05-27 08:58:56,SHP_003421,CR_05,MIA,JED,Perishable,2971.9,Standard,Turkish Cargo,Spring,ICE,1,11548.0,24.9,7441.81,0.869,0.053,0.655,14180.22,0.6365
RTE_016325,2025-10-11 05:52:46,SHP_003631,CR_03,JFK,JED,Heavy,9442.55,Standard,Lufthansa Cargo,Monsoon,HEA,0,10157.0,17.52,31842.0,0.933,0.276,0.52,50203.1,0.5564
RTE_007587,2025-10-03 02:46:22,SHP_001690,CR_02,DOH,JED,Dangerous,1528.41,Standard,Cargolux,Monsoon,DGR,0,1388.0,4.16,3846.58,0.921,0.534,0.655,10267.42,0.6141
RTE_009805,2025-12-09 06:31:58,SHP_002189,CR_02,ICN,JED,Dangerous,2408.63,Economy,Turkish Cargo,Winter,CAO,1,8678.0,24.39,7584.63,0.793,0.318,0.549,12589.07,0.5194
RTE_018564,2025-09-20 05:46:44,SHP_004138,CR_01,AMS,JED,Heavy,14035.95,Express,Cargolux,Monsoon,HEA,0,4761.0,9.41,37092.71,0.99,0.07,0.691,81552.73,0.8144
RTE_002192,2026-01-28 06:33:11,SHP_000489,CR_04,DXB,JED,General,822.06,Express,Etihad Cargo,Winter,GEN,2,1554.0,16.47,1610.23,0.786,0.238,0.781,3944.94,0.3862
RTE_009922,2025-09-21 22:04:23,SHP_002215,CR_01,RUH,JED,General,4287.05,Express,Cargolux,Monsoon,GEN,2,828.0,10.78,11392.41,0.709,0.467,0.751,13800.37,0.4671
RTE_015885,2026-02-27 22:14:41,SHP_003530,CR_03,MIA,JED,Dangerous,1352.93,Economy,Turkish Cargo,Winter,DGR,2,11717.0,32.13,4011.24,0.647,0.358,0.806,9123.07,0.1092
RTE_006669,2025-06-18 16:52:49,SHP_001488,CR_03,DOH,JED,Pharmaceutical,1517.92,Express,Singapore Airlines Cargo,Summer,ELM,1,1349.0,7.88,2424.44,0.894,0.284,0.721,10045.56,0.2435
RTE_002071,2025-11-23 08:10:28,SHP_000461,CR_02,MAD,JED,Perishable,2485.22,Express,Etihad Cargo,Monsoon,FRO,1,4453.0,14.28,7742.68,0.915,0.12,0.695,13086.4,0.598
RTE_008164,2025-06-10 22:27:39,SHP_001821,CR_02,NRT,JED,Valuable,303.09,Standard,Saudia Cargo,Summer,VAL,0,9519.0,16.92,941.43,0.954,0.143,0.875,3165.55,0.9028
RTE_017580,2025-07-14 20:46:57,SHP_003915,CR_04,ATL,JED,Pharmaceutical,256.94,Express,Cargolux,Summer,ELM,2,11255.0,24.52,522.67,0.806,0.164,0.684,2375.24,0.5147
RTE_007594,2025-04-27 19:23:23,SHP_001691,CR_04,DOH,JED,Valuable,169.71,Express,Emirates SkyCargo,Spring,VAL,1,1278.0,6.83,438.03,0.786,0.58,0.684,3449.34,0.5419
RTE_006303,2025-06-10 16:31:30,SHP_001403,CR_04,LAX,JED,Dangerous,2722.38,Economy,Qatar Airways Cargo,Summer,DGR,1,13458.0,26.61,8809.5,0.835,0.278,0.751,14123.43,0.6287
RTE_003417,2025-03-14 23:58:50,SHP_000768,CR_01,NRT,JED,Heavy,14423.64,Standard,Qatar Airways Cargo,Spring,HEA,0,9571.0,14.05,36479.11,0.93,0.158,0.697,74310.73,0.8099
RTE_005910,2025-09-12 15:59:23,SHP_001320,CR_06,AUH,JED,Pharmaceutical,1062.92,Standard,Lufthansa Cargo,Monsoon,ELM,1,1639.0,11.7,2718.43,0.845,0.261,0.795,4523.61,0.8568
RTE_011843,2025-08-10 08:25:47,SHP_002638,CR_01,LHR,JED,Dangerous,352.35,Standard,Turkish Cargo,Summer,CAO,1,4614.0,13.83,480.68,0.784,0.594,0.759,5370.6,0.2348
RTE_020794,2025-07-22 13:36:14,SHP_004624,CR_03,LAX,JED,Heavy,9438.87,Standard,Lufthansa Cargo,Summer,HEA,1,13366.0,26.37,21340.12,0.869,0.18,0.674,47433.35,0.4011
RTE_018175,2025-12-14 20:35:46,SHP_004051,CR_01,AMS,JED,Dangerous,2836.29,Express,Saudia Cargo,Winter,DGR,1,4511.0,9.99,9811.64,0.896,0.238,0.667,17542.28,0.6198
RTE_013505,2025-09-20 13:25:09,SHP_003005,CR_02,DOH,JED,General,833.57,Economy,Cargolux,Monsoon,GEN,2,1407.0,21.89,2198.97,0.699,0.538,0.808,3312.55,0.2396
RTE_012982,2025-03-12 07:47:07,SHP_002889,CR_03,BRU,JED,Valuable,187.91,Standard,Emirates SkyCargo,Spring,VAL,2,4393.0,17.42,488.66,0.76,0.455,0.611,3632.34,0.3828
RTE_012117,2025-06-26 16:06:24,SHP_002696,CR_03,BRU,JED,Perishable,2358.48,Express,Cargolux,Summer,PER,0,4472.0,8.68,3010.65,0.959,0.085,0.839,16631.54,0.6164
RTE_007582,2026-02-26 20:00:35,SHP_001689,CR_02,BRU,JED,Heavy,11029.69,Economy,Turkish Cargo,Winter,HEA,1,4415.0,15.08,25254.03,0.83,0.317,0.686,38181.99,0.3928
RTE_004048,2025-10-05 06:19:53,SHP_000907,CR_01,LAX,JED,Heavy,13565.48,Standard,FedEx Express,Monsoon,HEA,1,13329.0,27.45,32620.0,0.862,0.189,0.864,65584.37,0.3853
RTE_012182,2025-03-24 20:07:25,SHP_002710,CR_04,MAD,JED,Heavy,4446.61,Economy,Lufthansa Cargo,Spring,HEA,1,4523.0,12.24,13468.76,0.761,0.275,0.752,15737.18,0.5392
RTE_014616,2025-08-23 21:40:04,SHP_003244,CR_06,JNB,JED,Heavy,3330.63,Standard,Etihad Cargo,Summer,HEA,0,6331.0,11.05,6792.86,0.89,0.436,0.585,19308.47,0.5885
RTE_015023,2025-04-01 16:46:35,SHP_003335,CR_03,ATL,JED,Valuable,76.74,Express,Turkish Cargo,Spring,VAL,1,11279.0,20.91,144.65,0.811,0.476,0.897,4497.56,0.1939
RTE_005299,2025-09-03 09:12:03,SHP_001185,CR_04,DEL,JED,Dangerous,969.73,Express,Turkish Cargo,Monsoon,CAO,0,4047.0,8.09,2860.01,0.917,0.535,0.846,10104.91,0.6356
RTE_020351,2025-11-01 13:43:06,SHP_004527,CR_05,IST,JED,Heavy,4102.53,Standard,UPS Airlines,Monsoon,HEA,1,2309.0,13.28,8751.03,0.815,0.565,0.853,15485.47,0.4639
RTE_002323,2025-03-18 11:19:23,SHP_000519,CR_01,BRU,JED,Pharmaceutical,680.38,Standard,Lufthansa Cargo,Spring,ELI,1,4535.0,13.3,1937.87,0.859,0.34,0.743,6265.36,0.6169
RTE_004241,2026-01-23 10:38:10,SHP_000950,CR_05,LAX,JED,Dangerous,2947.95,Economy,Lufthansa Cargo,Winter,DGR,0,13414.0,25.08,5420.39,0.867,0.422,0.795,19290.39,0.5345
RTE_012188,2025-03-16 15:58:08,SHP_002712,CR_02,FRA,JED,Dangerous,688.56,Express,Qatar Airways Cargo,Spring,CAO,2,4066.0,14.47,2060.43,0.744,0.265,0.607,4319.67,0.4613
RTE_017051,2025-12-21 02:42:15,SHP_003794,CR_01,JNB,JED,Heavy,9168.35,Economy,Etihad Cargo,Winter,HEA,0,6518.0,14.06,17311.65,0.91,0.041,0.697,38711.04,0.744
RTE_006746,2025-05-29 16:15:18,SHP_001506,CR_01,LHR,JED,Valuable,116.23,Economy,Emirates SkyCargo,Spring,VAL,1,4814.0,16.64,263.67,0.78,0.23,0.723,1625.76,0.4935
RTE_010948,2025-04-07 00:15:12,SHP_002442,CR_01,HKG,JED,Dangerous,280.71,Express,Emirates SkyCargo,Spring,DGR,0,6360.0,10.8,441.91,0.985,0.282,0.769,5462.18,0.6408
RTE_002493,2025-10-07 11:13:17,SHP_000558,CR_03,JFK,JED,Valuable,734.07,Express,FedEx Express,Monsoon,VAL,2,10166.0,20.68,1037.14,0.819,0.275,0.739,8730.76,0.1827
RTE_007613,2025-09-29 17:03:31,SHP_001696,CR_02,BOM,JED,Pharmaceutical,530.89,Express,Singapore Airlines Cargo,Monsoon,ELI,0,3699.0,6.58,1059.56,0.906,0.608,0.784,5235.58,0.6302
RTE_011332,2025-11-05 15:08:24,SHP_002529,CR_01,RUH,JED,Perishable,2488.26,Standard,Qatar Airways Cargo,Monsoon,PER,0,794.0,3.44,4318.58,0.895,0.288,0.668,10323.09,0.672
RTE_006903,2026-01-02 01:30:49,SHP_001541,CR_02,RUH,JED,Perishable,1924.77,Standard,Singapore Airlines Cargo,Winter,ICE,0,901.0,4.36,5347.44,0.944,0.116,0.595,9937.25,0.8437
RTE_009770,2025-09-08 15:56:53,SHP_002181,CR_03,HKG,JED,General,2239.45,Standard,UPS Airlines,Monsoon,GEN,2,6383.0,22.07,5931.87,0.765,0.281,0.852,9859.1,0.3188
RTE_005235,2025-10-17 01:43:29,SHP_001172,CR_03,MAD,JED,Pharmaceutical,1360.47,Standard,Etihad Cargo,Monsoon,ELI,1,4562.0,14.51,3154.04,0.879,0.324,0.823,8402.68,0.1818
RTE_009070,2025-07-04 20:48:47,SHP_002022,CR_02,CAI,JED,Valuable,804.55,Express,Singapore Airlines Cargo,Summer,VAL,0,1285.0,5.01,1788.55,0.988,0.095,0.685,8439.09,0.7343
RTE_003273,2025-06-17 21:41:33,SHP_000734,CR_01,SIN,JED,Heavy,14379.92,Economy,Qatar Airways Cargo,Summer,HEA,0,7068.0,14.99,31313.46,0.868,0.469,0.738,59808.75,0.562
RTE_010142,2025-06-12 20:53:42,SHP_002264,CR_04,MAD,JED,Dangerous,414.44,Express,Qatar Airways Cargo,Summer,CAO,0,4507.0,7.01,657.8,0.99,0.165,0.676,6397.44,0.7237
RTE_005274,2026-02-02 07:26:10,SHP_001180,CR_03,CAI,JED,Dangerous,691.67,Standard,Cargolux,Winter,DGR,0,1329.0,4.18,1431.05,0.891,0.582,0.703,3431.99,0.9332
RTE_012660,2025-03-27 13:17:15,SHP_002817,CR_02,ADD,JED,Pharmaceutical,1419.04,Express,Lufthansa Cargo,Spring,ELM,0,1766.0,5.15,3826.18,0.965,0.267,0.688,10059.14,0.7408
RTE_002890,2026-02-25 18:05:50,SHP_000647,CR_02,HKG,JED,Heavy,8192.65,Express,Qatar Airways Cargo,Winter,HEA,1,6506.0,14.51,23224.6,0.878,0.394,0.793,42888.97,0.5547
RTE_017937,2025-04-17 19:01:30,SHP_003996,CR_01,CDG,JED,Perishable,873.17,Express,Singapore Airlines Cargo,Spring,ICE,0,4367.0,6.95,2682.29,0.909,0.606,0.679,8237.82,0.8642
RTE_000789,2025-11-15 02:56:53,SHP_000171,CR_04,PVG,JED,Perishable,2605.72,Express,Turkish Cargo,Monsoon,ICE,1,8084.0,18.55,4616.76,0.863,0.337,0.659,13400.43,0.662
RTE_013312,2026-01-20 05:44:01,SHP_002961,CR_01,RUH,JED,General,3692.62,Standard,Singapore Airlines Cargo,Winter,GEN,1,884.0,8.2,9968.15,0.798,0.508,0.827,11780.62,0.3859
RTE_003348,2025-09-06 20:30:58,SHP_000752,CR_03,SIN,JED,Dangerous,1739.3,Standard,Saudia Cargo,Monsoon,CAO,1,7157.0,17.81,2971.42,0.783,0.293,0.769,10409.63,0.2117
RTE_013395,2025-11-20 16:06:08,SHP_002979,CR_06,IST,JED,Heavy,6687.93,Standard,FedEx Express,Monsoon,HEA,0,2524.0,7.38,14274.63,0.935,0.223,0.784,30412.45,0.6353
RTE_015634,2025-05-26 18:20:45,SHP_003471,CR_03,FRA,JED,Heavy,12433.04,Standard,UPS Airlines,Spring,HEA,2,4112.0,17.35,20752.31,0.732,0.236,0.848,43364.85,0.2925
RTE_012777,2025-08-31 11:05:06,SHP_002845,CR_06,PVG,JED,Pharmaceutical,947.59,Standard,Singapore Airlines Cargo,Summer,ELM,2,7998.0,24.94,2490.62,0.743,0.304,0.71,6641.19,0.2236
RTE_013787,2025-10-16 03:04:45,SHP_003065,CR_03,MIA,JED,Heavy,4846.19,Economy,Qatar Airways Cargo,Monsoon,HEA,2,11686.0,29.52,14106.83,0.737,0.352,0.395,20514.57,0.4201
RTE_020240,2025-11-18 11:22:02,SHP_004503,CR_02,DOH,JED,General,740.36,Standard,Singapore Airlines Cargo,Monsoon,GEN,0,1470.0,4.38,1746.48,0.926,0.289,0.596,5991.22,0.8628
RTE_016807,2025-06-13 07:32:19,SHP_003738,CR_05,BRU,JED,Heavy,12389.5,Standard,Cargolux,Summer,HEA,1,4420.0,12.84,27227.37,0.805,0.322,0.889,44653.41,0.3561
RTE_016723,2025-08-29 07:45:59,SHP_003721,CR_01,NBO,JED,Perishable,1320.64,Express,Cargolux,Summer,ICE,2,2878.0,16.85,3783.77,0.768,0.316,0.719,7231.28,0.5485
RTE_018863,2025-08-25 06:10:41,SHP_004205,CR_02,BRU,JED,Valuable,626.12,Express,Cargolux,Summer,VAL,0,4431.0,9.23,1516.66,0.923,0.499,0.927,8029.0,0.5331
RTE_006197,2025-04-14 01:35:56,SHP_001381,CR_04,LHR,JED,Dangerous,1298.46,Economy,Qatar Airways Cargo,Spring,DGR,1,4699.0,13.66,2300.03,0.765,0.627,0.696,7351.73,0.1481
RTE_007695,2025-09-18 20:31:45,SHP_001714,CR_01,SIN,JED,Valuable,31.82,Express,Lufthansa Cargo,Monsoon,VAL,1,7181.0,15.24,100.14,0.951,0.02,0.705,3892.18,0.6131
RTE_006029,2026-01-31 22:24:54,SHP_001346,CR_05,ORD,JED,General,4292.16,Standard,FedEx Express,Winter,GEN,0,10899.0,16.46,6030.69,0.946,0.388,0.817,21119.42,0.596
RTE_003378,2025-06-13 16:46:34,SHP_000759,CR_03,ATL,JED,Dangerous,2136.01,Express,Singapore Airlines Cargo,Summer,DGR,2,11004.0,29.67,3504.95,0.789,0.237,0.771,13301.52,0.3533
RTE_000584,2025-05-08 10:03:38,SHP_000127,CR_06,AUH,JED,Dangerous,324.95,Express,FedEx Express,Spring,DGR,1,1567.0,8.42,664.36,0.921,0.166,0.823,3516.71,0.6975
RTE_009973,2025-05-17 23:05:14,SHP_002227,CR_04,DOH,JED,Perishable,2490.87,Express,FedEx Express,Spring,ICE,0,1334.0,5.51,8948.65,0.99,0.062,0.602,13956.81,0.8618
RTE_016773,2025-07-21 04:44:08,SHP_003731,CR_03,RUH,JED,Valuable,859.82,Standard,Qatar Airways Cargo,Summer,VAL,0,908.0,3.41,1725.93,0.883,0.305,0.741,5879.81,0.897
RTE_014770,2025-04-13 08:04:50,SHP_003279,CR_02,DXB,JED,Perishable,441.32,Express,UPS Airlines,Spring,PER,2,1661.0,11.49,1325.42,0.75,0.318,0.876,3517.32,0.3794
RTE_009760,2025-09-11 13:26:08,SHP_002179,CR_04,JNB,JED,Pharmaceutical,599.9,Express,FedEx Express,Monsoon,ELM,1,6435.0,12.35,1288.54,0.919,0.145,0.797,4853.98,0.7469
RTE_000350,2025-03-15 13:12:19,SHP_000075,CR_03,IST,JED,Valuable,408.94,Standard,Turkish Cargo,Spring,VAL,1,2433.0,13.81,895.96,0.839,0.22,0.747,4649.6,0.7246
RTE_011920,2026-02-26 22:42:46,SHP_002654,CR_01,NRT,JED,Heavy,6039.11,Standard,Singapore Airlines Cargo,Winter,HEA,1,9548.0,20.83,8163.1,0.802,0.399,0.955,25869.49,0.5054
RTE_013202,2026-02-12 00:14:59,SHP_002935,CR_06,HKG,JED,General,4237.79,Express,UPS Airlines,Winter,GEN,2,6437.0,16.63,9404.76,0.821,0.168,0.593,18084.34,0.4451
RTE_008006,2025-11-04 09:11:40,SHP_001784,CR_01,ICN,JED,Dangerous,2424.97,Standard,FedEx Express,Monsoon,CAO,1,8581.0,17.35,4363.43,0.834,0.131,0.674,14259.93,0.4352
RTE_003350,2025-09-21 03:47:03,SHP_000753,CR_01,AMS,JED,Valuable,290.23,Express,Saudia Cargo,Monsoon,VAL,2,4645.0,15.8,729.69,0.759,0.241,0.768,1961.47,0.4773
RTE_020486,2025-11-17 03:13:25,SHP_004559,CR_01,IST,JED,Heavy,4859.39,Express,FedEx Express,Monsoon,HEA,0,2536.0,6.43,12978.45,0.985,0.114,0.688,26494.71,0.9326
RTE_000802,2026-02-07 06:50:23,SHP_000174,CR_02,ORD,JED,Valuable,638.82,Express,Cargolux,Winter,VAL,0,10722.0,14.69,1335.98,0.958,0.208,0.836,9014.82,0.7067
RTE_011722,2025-12-23 18:33:43,SHP_002611,CR_04,AUH,JED,Perishable,673.84,Standard,FedEx Express,Winter,ICE,1,1584.0,12.53,1958.59,0.88,0.216,0.805,3047.78,0.7151
RTE_003532,2025-06-01 07:20:21,SHP_000794,CR_03,DEL,JED,General,4078.15,Economy,Qatar Airways Cargo,Summer,GEN,1,3870.0,12.47,14212.75,0.846,0.02,0.583,13317.9,0.3031
RTE_014916,2025-11-12 13:44:25,SHP_003312,CR_02,FRA,JED,General,309.63,Economy,Emirates SkyCargo,Monsoon,GEN,1,4117.0,15.38,726.73,0.866,0.122,0.566,4390.58,0.228
RTE_009174,2025-04-05 03:47:30,SHP_002045,CR_02,AUH,JED,Heavy,6764.03,Standard,Qatar Airways Cargo,Spring,HEA,1,1650.0,8.97,13709.16,0.786,0.445,0.979,25124.86,0.3868
RTE_011651,2025-12-06 22:15:39,SHP_002596,CR_01,AMS,JED,Perishable,1574.68,Express,FedEx Express,Winter,FRO,0,4709.0,7.75,2451.28,0.99,0.218,0.883,11141.86,0.8356
RTE_018976,2025-05-26 20:50:47,SHP_004228,CR_01,JFK,JED,Perishable,2390.72,Standard,UPS Airlines,Spring,FRO,1,10152.0,21.82,6558.19,0.895,0.283,0.662,10284.94,0.99
RTE_012216,2025-10-27 07:03:39,SHP_002718,CR_03,DEL,JED,Dangerous,2349.09,Express,Saudia Cargo,Monsoon,CAO,0,3946.0,8.0,6430.9,0.99,0.103,0.696,17892.38,0.6698
RTE_005174,2025-06-23 08:00:00,SHP_001159,CR_01,BRU,JED,Valuable,654.34,Express,Cargolux,Summer,VAL,1,4450.0,11.26,1799.46,0.922,0.053,0.651,5159.04,0.8475
RTE_017806,2025-12-03 00:11:19,SHP_003966,CR_01,JNB,JED,Pharmaceutical,1825.6,Express,Etihad Cargo,Winter,ELM,1,6374.0,15.0,5705.2,0.799,0.781,0.716,10684.15,0.4246
RTE_015264,2025-09-09 14:33:22,SHP_003390,CR_03,LAX,JED,Pharmaceutical,22.03,Economy,FedEx Express,Monsoon,ELM,0,13327.0,22.72,57.14,0.943,0.279,0.776,1093.22,0.99
RTE_020519,2025-11-19 23:02:43,SHP_004565,CR_04,LAX,JED,Heavy,5847.58,Standard,Turkish Cargo,Monsoon,HEA,2,13334.0,30.17,15805.43,0.745,0.578,0.938,26844.68,0.344
RTE_015466,2025-05-02 14:57:59,SHP_003433,CR_04,CDG,JED,General,4197.11,Economy,Turkish Cargo,Spring,GEN,1,4493.0,17.93,10214.14,0.821,0.213,0.626,13189.4,0.5279
RTE_012494,2025-07-17 21:31:28,SHP_002783,CR_01,BRU,JED,General,3718.06,Express,Singapore Airlines Cargo,Summer,GEN,0,4396.0,7.23,6798.69,0.988,0.055,0.543,19674.21,0.8785
RTE_003092,2025-03-17 08:37:17,SHP_000693,CR_04,JNB,JED,General,4498.81,Economy,Etihad Cargo,Spring,GEN,1,6279.0,16.85,8303.55,0.827,0.161,0.768,15302.07,0.3522
RTE_014663,2025-09-11 06:26:08,SHP_003256,CR_02,BRU,JED,Perishable,775.6,Standard,Saudia Cargo,Monsoon,PER,2,4424.0,18.95,1580.08,0.783,0.151,0.575,5907.69,0.2229
RTE_007710,2026-02-02 23:19:26,SHP_001718,CR_02,AMS,JED,Dangerous,2324.67,Standard,FedEx Express,Winter,CAO,0,4604.0,10.31,5135.07,0.912,0.396,0.648,14343.45,0.5127
RTE_006854,2026-02-18 18:51:44,SHP_001530,CR_06,CAI,JED,Heavy,2920.15,Standard,UPS Airlines,Winter,HEA,1,1288.0,9.91,5102.71,0.847,0.062,0.773,11801.6,0.5214
RTE_002757,2026-01-04 06:08:07,SHP_000619,CR_03,HKG,JED,Valuable,404.44,Express,UPS Airlines,Winter,VAL,0,6327.0,10.26,777.26,0.99,0.022,0.686,3343.82,0.99
RTE_006459,2026-01-19 02:02:08,SHP_001438,CR_04,DOH,JED,Pharmaceutical,79.6,Express,Cargolux,Winter,ELI,2,1340.0,14.7,108.42,0.769,0.38,0.789,3997.25,0.1938
RTE_019192,2026-01-17 03:34:53,SHP_004274,CR_02,LHR,JED,Pharmaceutical,276.81,Standard,Cargolux,Winter,ELI,0,4649.0,7.4,469.88,0.918,0.491,0.762,4578.43,0.7738
RTE_001617,2025-09-11 17:31:49,SHP_000359,CR_02,JFK,JED,General,1639.16,Express,Singapore Airlines Cargo,Monsoon,GEN,0,10296.0,14.89,3392.02,0.99,0.317,0.788,9615.4,0.9457
RTE_006943,2025-07-04 03:20:30,SHP_001551,CR_03,DXB,JED,Valuable,728.51,Express,Cargolux,Summer,VAL,1,1708.0,9.1,2356.95,0.885,0.108,0.772,7185.52,0.6436
RTE_016038,2025-11-10 11:47:28,SHP_003565,CR_02,BOM,JED,Perishable,1867.74,Economy,UPS Airlines,Monsoon,PER,0,3744.0,8.79,5905.53,0.887,0.097,0.558,9779.34,0.918
RTE_017875,2025-08-31 10:52:43,SHP_003981,CR_06,DOH,JED,Dangerous,787.34,Express,Qatar Airways Cargo,Summer,CAO,1,1195.0,9.38,2639.98,0.876,0.16,0.586,4689.88,0.8612
RTE_006461,2025-09-06 14:42:22,SHP_001439,CR_02,JNB,JED,Dangerous,1563.4,Standard,Qatar Airways Cargo,Monsoon,CAO,0,6445.0,10.7,3789.28,0.942,0.182,0.787,9352.79,0.99
RTE_016544,2025-04-06 01:38:31,SHP_003680,CR_02,ICN,JED,Perishable,2028.14,Standard,FedEx Express,Spring,PER,2,8681.0,29.32,2407.43,0.7,0.322,0.98,8013.18,0.407
RTE_005088,2025-12-27 12:17:31,SHP_001140,CR_04,NBO,JED,Valuable,592.09,Economy,Singapore Airlines Cargo,Winter,VAL,0,2826.0,6.3,1127.75,0.824,0.647,0.702,6862.31,0.5046
RTE_010026,2025-09-09 01:38:52,SHP_002239,CR_03,SIN,JED,Dangerous,814.65,Express,UPS Airlines,Monsoon,DGR,0,7066.0,10.69,2792.72,0.99,0.272,0.633,7108.58,0.9836
RTE_016581,2025-05-29 05:20:43,SHP_003687,CR_06,ORD,JED,Valuable,584.97,Economy,Lufthansa Cargo,Spring,VAL,0,10884.0,20.15,1742.85,0.902,0.545,0.723,7488.29,0.7857
